run_id,timestamp_utc,method,arm,impl_commit,rasteriser_commit,dataset,scene,resolution_flag,load_allres,kernel_size,disable_3D_filter,train_scale,test_scale,iterations,seed,psnr,ssim,lpips,lpips_backbone,n_gaussians,model_mb,peak_vram_mb,train_seconds,render_fps,gpu_model,platform,level_claimed,notes
r0-20260907T170900+0000-B-1x,2026-09-07T17:09:00+00:00,3dgs,B,ccd317df834a3ea36addd466b5b7a38f70cb7e66,ccd317df834a3ea36addd466b5b7a38f70cb7e66,blender,lego,-1,False,0.3,True,1x,1x,7000,0,33.7965,0.97707,0.02597,vgg,225603,56.85,4445,317.7,9.135,Tesla T4,kaggle,L3,"R0 smoke run, 7000 iters — plumbing check, not the R1 numeric target"
r0-20260907T170900+0000-B-12,2026-09-07T17:09:00+00:00,3dgs,B,ccd317df834a3ea36addd466b5b7a38f70cb7e66,ccd317df834a3ea36addd466b5b7a38f70cb7e66,blender,lego,-1,False,0.3,True,1x,1/2,7000,0,31.6615,0.97786,0.01922,vgg,225603,56.85,4445,317.7,9.135,Tesla T4,kaggle,L3,"R0 smoke run, 7000 iters — plumbing check, not the R1 numeric target"
r0-20260907T170900+0000-B-14,2026-09-07T17:09:00+00:00,3dgs,B,ccd317df834a3ea36addd466b5b7a38f70cb7e66,ccd317df834a3ea36addd466b5b7a38f70cb7e66,blender,lego,-1,False,0.3,True,1x,1/4,7000,0,27.5654,0.95966,0.03398,vgg,225603,56.85,4445,317.7,9.135,Tesla T4,kaggle,L3,"R0 smoke run, 7000 iters — plumbing check, not the R1 numeric target"
r0-20260907T170900+0000-B-18,2026-09-07T17:09:00+00:00,3dgs,B,ccd317df834a3ea36addd466b5b7a38f70cb7e66,ccd317df834a3ea36addd466b5b7a38f70cb7e66,blender,lego,-1,False,0.3,True,1x,1/8,7000,0,24.3784,0.93665,0.06408,vgg,225603,56.85,4445,317.7,9.135,Tesla T4,kaggle,L3,"R0 smoke run, 7000 iters — plumbing check, not the R1 numeric target"
r1-20260907T191924+0000-B-ship-1x,2026-09-07T19:19:24+00:00,3dgs,B,18aa76d4cde507865dd7cdb2bf8bf03ff3321407,18aa76d4cde507865dd7cdb2bf8bf03ff3321407,blender,ship,-1,True,0.3,True,multi,1x,30000,0,29.5932,0.89057,0.12217,vgg,199190,50.20,8629,1243.1,6.645,Tesla T4,kaggle,L1,"R2 Blender MTMT, 30000 iters, 8-scene sweep, seed 0"
r1-20260907T191924+0000-B-ship-12,2026-09-07T19:19:24+00:00,3dgs,B,18aa76d4cde507865dd7cdb2bf8bf03ff3321407,18aa76d4cde507865dd7cdb2bf8bf03ff3321407,blender,ship,-1,True,0.3,True,multi,1/2,30000,0,31.2185,0.91684,0.07502,vgg,199190,50.20,8629,1243.1,6.645,Tesla T4,kaggle,L1,"R2 Blender MTMT, 30000 iters, 8-scene sweep, seed 0"
r1-20260907T191924+0000-B-ship-14,2026-09-07T19:19:24+00:00,3dgs,B,18aa76d4cde507865dd7cdb2bf8bf03ff3321407,18aa76d4cde507865dd7cdb2bf8bf03ff3321407,blender,ship,-1,True,0.3,True,multi,1/4,30000,0,32.3584,0.93999,0.04616,vgg,199190,50.20,8629,1243.1,6.645,Tesla T4,kaggle,L1,"R2 Blender MTMT, 30000 iters, 8-scene sweep, seed 0"
r1-20260907T191924+0000-B-ship-18,2026-09-07T19:19:24+00:00,3dgs,B,18aa76d4cde507865dd7cdb2bf8bf03ff3321407,18aa76d4cde507865dd7cdb2bf8bf03ff3321407,blender,ship,-1,True,0.3,True,multi,1/8,30000,0,33.4117,0.96154,0.03033,vgg,199190,50.20,8629,1243.1,6.645,Tesla T4,kaggle,L1,"R2 Blender MTMT, 30000 iters, 8-scene sweep, seed 0"
r1-20260907T191924+0000-A-ship-1x,2026-09-07T19:19:24+00:00,mip-splatting,A,d9a231e8c11a4c955a39b1cfbdc78e6c252e40f5,d9a231e8c11a4c955a39b1cfbdc78e6c252e40f5,blender,ship,-1,True,0.1,False,multi,1x,30000,0,30.2105,0.89653,0.11701,vgg,395521,99.67,14723,1733.1,6.513,Tesla T4,kaggle,L1,"R2 Blender MTMT, 30000 iters, 8-scene sweep, seed 0"
r1-20260907T191924+0000-A-ship-12,2026-09-07T19:19:24+00:00,mip-splatting,A,d9a231e8c11a4c955a39b1cfbdc78e6c252e40f5,d9a231e8c11a4c955a39b1cfbdc78e6c252e40f5,blender,ship,-1,True,0.1,False,multi,1/2,30000,0,32.2058,0.92248,0.06664,vgg,395521,99.67,14723,1733.1,6.513,Tesla T4,kaggle,L1,"R2 Blender MTMT, 30000 iters, 8-scene sweep, seed 0"
r1-20260907T191924+0000-A-ship-14,2026-09-07T19:19:24+00:00,mip-splatting,A,d9a231e8c11a4c955a39b1cfbdc78e6c252e40f5,d9a231e8c11a4c955a39b1cfbdc78e6c252e40f5,blender,ship,-1,True,0.1,False,multi,1/4,30000,0,33.8974,0.94544,0.03667,vgg,395521,99.67,14723,1733.1,6.513,Tesla T4,kaggle,L1,"R2 Blender MTMT, 30000 iters, 8-scene sweep, seed 0"
r1-20260907T191924+0000-A-ship-18,2026-09-07T19:19:24+00:00,mip-splatting,A,d9a231e8c11a4c955a39b1cfbdc78e6c252e40f5,d9a231e8c11a4c955a39b1cfbdc78e6c252e40f5,blender,ship,-1,True,0.1,False,multi,1/8,30000,0,35.0302,0.96587,0.02171,vgg,395521,99.67,14723,1733.1,6.513,Tesla T4,kaggle,L1,"R2 Blender MTMT, 30000 iters, 8-scene sweep, seed 0"
r1-20260907T191924+0000-A-drums-1x,2026-09-07T19:19:24+00:00,mip-splatting,A,d9a231e8c11a4c955a39b1cfbdc78e6c252e40f5,d9a231e8c11a4c955a39b1cfbdc78e6c252e40f5,blender,drums,-1,True,0.1,False,multi,1x,30000,0,25.9342,0.94952,0.04448,vgg,317938,80.12,4887,1193.2,8.553,Tesla T4,kaggle,L1,"R2 Blender MTMT, 30000 iters, 8-scene sweep, seed 0"
r1-20260907T191924+0000-A-drums-12,2026-09-07T19:19:24+00:00,mip-splatting,A,d9a231e8c11a4c955a39b1cfbdc78e6c252e40f5,d9a231e8c11a4c955a39b1cfbdc78e6c252e40f5,blender,drums,-1,True,0.1,False,multi,1/2,30000,0,27.0776,0.95862,0.03081,vgg,317938,80.12,4887,1193.2,8.553,Tesla T4,kaggle,L1,"R2 Blender MTMT, 30000 iters, 8-scene sweep, seed 0"
r1-20260907T191924+0000-A-drums-14,2026-09-07T19:19:24+00:00,mip-splatting,A,d9a231e8c11a4c955a39b1cfbdc78e6c252e40f5,d9a231e8c11a4c955a39b1cfbdc78e6c252e40f5,blender,drums,-1,True,0.1,False,multi,1/4,30000,0,28.4410,0.96691,0.02705,vgg,317938,80.12,4887,1193.2,8.553,Tesla T4,kaggle,L1,"R2 Blender MTMT, 30000 iters, 8-scene sweep, seed 0"
r1-20260907T191924+0000-A-drums-18,2026-09-07T19:19:24+00:00,mip-splatting,A,d9a231e8c11a4c955a39b1cfbdc78e6c252e40f5,d9a231e8c11a4c955a39b1cfbdc78e6c252e40f5,blender,drums,-1,True,0.1,False,multi,1/8,30000,0,29.7368,0.97591,0.02297,vgg,317938,80.12,4887,1193.2,8.553,Tesla T4,kaggle,L1,"R2 Blender MTMT, 30000 iters, 8-scene sweep, seed 0"
r1-20260907T191924+0000-B-drums-1x,2026-09-07T19:19:24+00:00,3dgs,B,18aa76d4cde507865dd7cdb2bf8bf03ff3321407,18aa76d4cde507865dd7cdb2bf8bf03ff3321407,blender,drums,-1,True,0.3,True,multi,1x,30000,0,25.6480,0.94691,0.04752,vgg,117388,29.58,3977,799.2,9.447,Tesla T4,kaggle,L1,"R2 Blender MTMT, 30000 iters, 8-scene sweep, seed 0"
