run_id,timestamp_utc,method,arm,impl_commit,rasteriser_commit,dataset,scene,resolution_flag,load_allres,kernel_size,disable_3D_filter,train_scale,test_scale,iterations,seed,psnr,ssim,lpips,lpips_backbone,n_gaussians,model_mb,peak_vram_mb,train_seconds,render_fps,gpu_model,platform,level_claimed,notes
r3-20260908T002854+0000-A-room-images_2,2026-09-08T00:28:54+00:00,mip-splatting,A,3cdff3e8421b8af2f68964ca5923da619c4914d2,3cdff3e8421b8af2f68964ca5923da619c4914d2,mipnerf360,room,images_2,False,0.1,False,native,images_2,30000,0,31.7029,0.92547,0.20105,vgg,2172432,547.45,14859,6643.2,0.480,Tesla T4,kaggle,L2,"R3 real scene, mipnerf360, images_2 res, 30000 iters, every-8th test split (F12)"
r3-20260908T002854+0000-B-room-images_2,2026-09-08T00:28:54+00:00,3dgs,B,eef05b292f4f9c12ebf22c91a45b42586f714402,eef05b292f4f9c12ebf22c91a45b42586f714402,mipnerf360,room,images_2,False,0.3,True,native,images_2,30000,0,31.4827,0.92431,0.20211,vgg,2098116,528.73,14907,6683.3,0.491,Tesla T4,kaggle,L2,"R3 real scene, mipnerf360, images_2 res, 30000 iters, every-8th test split (F12)"
r3-20260908T002854+0000-B-counter-images_2,2026-09-08T00:28:54+00:00,3dgs,B,eef05b292f4f9c12ebf22c91a45b42586f714402,eef05b292f4f9c12ebf22c91a45b42586f714402,mipnerf360,counter,images_2,False,0.3,True,native,images_2,30000,0,29.3523,0.91381,0.18583,vgg,1433761,361.31,14725,6260.8,0.478,Tesla T4,kaggle,L2,"R3 real scene, mipnerf360, images_2 res, 30000 iters, every-8th test split (F12)"
r3-20260908T002854+0000-A-counter-images_2,2026-09-08T00:28:54+00:00,mip-splatting,A,3cdff3e8421b8af2f68964ca5923da619c4914d2,3cdff3e8421b8af2f68964ca5923da619c4914d2,mipnerf360,counter,images_2,False,0.1,False,native,images_2,30000,0,29.1863,0.91347,0.18651,vgg,1537546,387.46,14567,6343.0,0.478,Tesla T4,kaggle,L2,"R3 real scene, mipnerf360, images_2 res, 30000 iters, every-8th test split (F12)"
r3-20260908T002854+0000-B-kitchen-images_2,2026-09-08T00:28:54+00:00,3dgs,B,eef05b292f4f9c12ebf22c91a45b42586f714402,eef05b292f4f9c12ebf22c91a45b42586f714402,mipnerf360,kitchen,images_2,False,0.3,True,native,images_2,30000,0,31.7506,0.92998,0.11976,vgg,2078845,523.87,14889,7419.3,0.475,Tesla T4,kaggle,L2,"R3 real scene, mipnerf360, images_2 res, 30000 iters, every-8th test split (F12)"
r3-20260908T002854+0000-A-kitchen-images_2,2026-09-08T00:28:54+00:00,mip-splatting,A,3cdff3e8421b8af2f68964ca5923da619c4914d2,3cdff3e8421b8af2f68964ca5923da619c4914d2,mipnerf360,kitchen,images_2,False,0.1,False,native,images_2,30000,0,31.7177,0.93067,0.11918,vgg,2204391,555.51,14891,7914.3,0.474,Tesla T4,kaggle,L2,"R3 real scene, mipnerf360, images_2 res, 30000 iters, every-8th test split (F12)"
r3-20260908T002854+0000-A-bonsai-images_2,2026-09-08T00:28:54+00:00,mip-splatting,A,3cdff3e8421b8af2f68964ca5923da619c4914d2,3cdff3e8421b8af2f68964ca5923da619c4914d2,mipnerf360,bonsai,images_2,False,0.1,False,native,images_2,30000,0,32.5665,0.94619,0.18811,vgg,1633716,411.70,14783,5515.2,0.502,Tesla T4,kaggle,L2,"R3 real scene, mipnerf360, images_2 res, 30000 iters, every-8th test split (F12)"
r3-20260908T002854+0000-B-bonsai-images_2,2026-09-08T00:28:54+00:00,3dgs,B,eef05b292f4f9c12ebf22c91a45b42586f714402,eef05b292f4f9c12ebf22c91a45b42586f714402,mipnerf360,bonsai,images_2,False,0.3,True,native,images_2,30000,0,32.6398,0.94611,0.18850,vgg,1547202,389.90,14663,5429.6,0.530,Tesla T4,kaggle,L2,"R3 real scene, mipnerf360, images_2 res, 30000 iters, every-8th test split (F12)"
