run_id,timestamp_utc,method,arm,impl_commit,rasteriser_commit,dataset,scene,resolution_flag,load_allres,kernel_size,disable_3D_filter,train_scale,test_scale,iterations,seed,psnr,ssim,lpips,lpips_backbone,n_gaussians,model_mb,peak_vram_mb,train_seconds,render_fps,gpu_model,platform,level_claimed,notes
r7-t3-20260911T183335+0000-mip_lego_grazing-18,2026-09-11T18:33:35+00:00,mip-splatting,A,22a5fbbadc6d55f92cb9647f997fb8dd4e2673f9,22a5fbbadc6d55f92cb9647f997fb8dd4e2673f9,blender,lego,-1,False,0.1,False,1x/grazing,1/8,30000,0,28.2910,0.97233,0.02591,vgg,289962,73.07,4251,1493.9,7.648,Tesla T4,kaggle,L2,R7 table3 mip-splatting protocol=grazing n_cam=50 span=157deg 30000 iters
r7-t3-20260911T183335+0000-b1_lego_mixed-1x,2026-09-11T18:33:35+00:00,b1-fisher,C,22a5fbbadc6d55f92cb9647f997fb8dd4e2673f9,22a5fbbadc6d55f92cb9647f997fb8dd4e2673f9,blender,lego,-1,False,0.1,False,1x/mixed,1x,30000,0,35.8834,0.98379,0.01506,vgg,294897,74.32,10087,2141.0,7.329,Tesla T4,kaggle,L2,R7 table3 b1-fisher protocol=mixed n_cam=100 span=179deg 30000 iters
r7-t3-20260911T183335+0000-b1_lego_mixed-12,2026-09-11T18:33:35+00:00,b1-fisher,C,22a5fbbadc6d55f92cb9647f997fb8dd4e2673f9,22a5fbbadc6d55f92cb9647f997fb8dd4e2673f9,blender,lego,-1,False,0.1,False,1x/mixed,1/2,30000,0,35.4481,0.98903,0.00852,vgg,294897,74.32,10087,2141.0,7.329,Tesla T4,kaggle,L2,R7 table3 b1-fisher protocol=mixed n_cam=100 span=179deg 30000 iters
r7-t3-20260911T183335+0000-b1_lego_mixed-14,2026-09-11T18:33:35+00:00,b1-fisher,C,22a5fbbadc6d55f92cb9647f997fb8dd4e2673f9,22a5fbbadc6d55f92cb9647f997fb8dd4e2673f9,blender,lego,-1,False,0.1,False,1x/mixed,1/4,30000,0,31.8629,0.98479,0.01332,vgg,294897,74.32,10087,2141.0,7.329,Tesla T4,kaggle,L2,R7 table3 b1-fisher protocol=mixed n_cam=100 span=179deg 30000 iters
r7-t3-20260911T183335+0000-b1_lego_mixed-18,2026-09-11T18:33:35+00:00,b1-fisher,C,22a5fbbadc6d55f92cb9647f997fb8dd4e2673f9,22a5fbbadc6d55f92cb9647f997fb8dd4e2673f9,blender,lego,-1,False,0.1,False,1x/mixed,1/8,30000,0,28.2862,0.97352,0.02530,vgg,294897,74.32,10087,2141.0,7.329,Tesla T4,kaggle,L2,R7 table3 b1-fisher protocol=mixed n_cam=100 span=179deg 30000 iters
r7-t3-20260911T183335+0000-mip_chair_full-1x,2026-09-11T18:33:35+00:00,mip-splatting,A,22a5fbbadc6d55f92cb9647f997fb8dd4e2673f9,22a5fbbadc6d55f92cb9647f997fb8dd4e2673f9,blender,chair,-1,False,0.1,False,1x/full,1x,30000,0,35.8693,0.98753,0.01288,vgg,265212,66.83,4333,1369.3,8.934,Tesla T4,kaggle,L3,R7 table3 mip-splatting protocol=full n_cam=100 span=179deg 30000 iters
r7-t3-20260911T183335+0000-mip_chair_full-12,2026-09-11T18:33:35+00:00,mip-splatting,A,22a5fbbadc6d55f92cb9647f997fb8dd4e2673f9,22a5fbbadc6d55f92cb9647f997fb8dd4e2673f9,blender,chair,-1,False,0.1,False,1x/full,1/2,30000,0,37.8121,0.99242,0.00744,vgg,265212,66.83,4333,1369.3,8.934,Tesla T4,kaggle,L3,R7 table3 mip-splatting protocol=full n_cam=100 span=179deg 30000 iters
r7-t3-20260911T183335+0000-mip_chair_full-14,2026-09-11T18:33:35+00:00,mip-splatting,A,22a5fbbadc6d55f92cb9647f997fb8dd4e2673f9,22a5fbbadc6d55f92cb9647f997fb8dd4e2673f9,blender,chair,-1,False,0.1,False,1x/full,1/4,30000,0,36.0723,0.98949,0.01180,vgg,265212,66.83,4333,1369.3,8.934,Tesla T4,kaggle,L3,R7 table3 mip-splatting protocol=full n_cam=100 span=179deg 30000 iters
r7-t3-20260911T183335+0000-mip_chair_full-18,2026-09-11T18:33:35+00:00,mip-splatting,A,22a5fbbadc6d55f92cb9647f997fb8dd4e2673f9,22a5fbbadc6d55f92cb9647f997fb8dd4e2673f9,blender,chair,-1,False,0.1,False,1x/full,1/8,30000,0,32.5001,0.98152,0.02051,vgg,265212,66.83,4333,1369.3,8.934,Tesla T4,kaggle,L3,R7 table3 mip-splatting protocol=full n_cam=100 span=179deg 30000 iters
r7-t3-20260911T183335+0000-b1_lego_grazing-1x,2026-09-11T18:33:35+00:00,b1-fisher,C,22a5fbbadc6d55f92cb9647f997fb8dd4e2673f9,22a5fbbadc6d55f92cb9647f997fb8dd4e2673f9,blender,lego,-1,False,0.1,False,1x/grazing,1x,30000,0,33.3565,0.97185,0.02478,vgg,288653,72.74,14031,1877.1,7.690,Tesla T4,kaggle,L2,R7 table3 b1-fisher protocol=grazing n_cam=50 span=157deg 30000 iters
r7-t3-20260911T183335+0000-b1_lego_grazing-12,2026-09-11T18:33:35+00:00,b1-fisher,C,22a5fbbadc6d55f92cb9647f997fb8dd4e2673f9,22a5fbbadc6d55f92cb9647f997fb8dd4e2673f9,blender,lego,-1,False,0.1,False,1x/grazing,1/2,30000,0,33.6379,0.98052,0.01458,vgg,288653,72.74,14031,1877.1,7.690,Tesla T4,kaggle,L2,R7 table3 b1-fisher protocol=grazing n_cam=50 span=157deg 30000 iters
r7-t3-20260911T183335+0000-b1_lego_grazing-14,2026-09-11T18:33:35+00:00,b1-fisher,C,22a5fbbadc6d55f92cb9647f997fb8dd4e2673f9,22a5fbbadc6d55f92cb9647f997fb8dd4e2673f9,blender,lego,-1,False,0.1,False,1x/grazing,1/4,30000,0,31.5290,0.98071,0.01610,vgg,288653,72.74,14031,1877.1,7.690,Tesla T4,kaggle,L2,R7 table3 b1-fisher protocol=grazing n_cam=50 span=157deg 30000 iters
r7-t3-20260911T183335+0000-b1_lego_grazing-18,2026-09-11T18:33:35+00:00,b1-fisher,C,22a5fbbadc6d55f92cb9647f997fb8dd4e2673f9,22a5fbbadc6d55f92cb9647f997fb8dd4e2673f9,blender,lego,-1,False,0.1,False,1x/grazing,1/8,30000,0,28.4188,0.97288,0.02557,vgg,288653,72.74,14031,1877.1,7.690,Tesla T4,kaggle,L2,R7 table3 b1-fisher protocol=grazing n_cam=50 span=157deg 30000 iters
r7-t3-20260911T183335+0000-mip_chair_arc-1x,2026-09-11T18:33:35+00:00,mip-splatting,A,22a5fbbadc6d55f92cb9647f997fb8dd4e2673f9,22a5fbbadc6d55f92cb9647f997fb8dd4e2673f9,blender,chair,-1,False,0.1,False,1x/arc,1x,30000,0,32.3789,0.97226,0.02280,vgg,255285,64.33,4165,1298.5,9.749,Tesla T4,kaggle,L2,R7 table3 mip-splatting protocol=arc n_cam=25 span=95deg 30000 iters
r7-t3-20260911T183335+0000-mip_chair_arc-12,2026-09-11T18:33:35+00:00,mip-splatting,A,22a5fbbadc6d55f92cb9647f997fb8dd4e2673f9,22a5fbbadc6d55f92cb9647f997fb8dd4e2673f9,blender,chair,-1,False,0.1,False,1x/arc,1/2,30000,0,34.1455,0.98112,0.01607,vgg,255285,64.33,4165,1298.5,9.749,Tesla T4,kaggle,L2,R7 table3 mip-splatting protocol=arc n_cam=25 span=95deg 30000 iters
